OBJECTID,Event_Date,Event_Time_approximate,Landslide_Category,Landslide_Trigger,Latitude,Longitude,Country_Name,Country_Code,Administrative_Division,ev_id,Source
16538,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.529336,-53.22888809,Brazil,BR,,0,NASA Events
16539,2023-07-26 0:00:00,,Landslide,Rain,17.95658179,120.9803967,Philippines,PH,,0,NASA Events
16540,2023-07-26 0:00:00,,Landslide,Rain,17.91204552,121.0580999,Philippines,PH,,29836,NASA Events
16541,2023-08-16 0:00:00,,Landslide,Rain,21.98673467,92.22313769,Bangladesh,BD,,31369,NASA Events
16542,2023-07-26 0:00:00,,Landslide,Rain,17.91566744,121.0608589,Philippines,PH,,29734,NASA Events
16543,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.34497069,-53.15146195,Brazil,BR,,0,NASA Events
16544,2023-08-16 0:00:00,,Landslide,Rain,21.99091119,92.22163614,Bangladesh,BD,,32544,NASA Events
16545,2023-08-04 0:00:00,,Landslide,Downpour,21.80351341,103.9336254,Vietnam,VN,,0,NASA Events
16546,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.07527037,-51.53303039,Brazil,BR,,0,NASA Events
16547,2023-07-26 0:00:00,,Landslide,Rain,17.89258356,121.0600287,Philippines,PH,,30016,NASA Events
16548,2023-08-16 0:00:00,,Landslide,Rain,21.92351677,92.24274172,Bangladesh,BD,,32282,NASA Events
16549,2023-07-26 0:00:00,,Landslide,Rain,17.77463825,120.987988,Philippines,PH,,0,NASA Events
16550,2023-07-09 0:00:00,,Landslide,Heavy Rain,31.00974664,77.0749127,India,IN,,27921,NASA Events
16551,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.14063569,-51.72946541,Brazil,BR,,0,NASA Events
16552,2023-07-26 0:00:00,,Landslide,Rain,17.90275742,121.0575287,Philippines,PH,,29929,NASA Events
16553,2023-08-04 0:00:00,,Landslide,Downpour,21.87323631,103.9205955,Vietnam,VN,,0,NASA Events
16554,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.64390242,-53.62890482,Brazil,BR,,0,NASA Events
16555,2023-07-26 0:00:00,,Landslide,Rain,17.90844452,121.0529922,Philippines,PH,,29848,NASA Events
16556,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.94444001,-51.70953284,Brazil,BR,,0,NASA Events
16557,2023-08-04 0:00:00,,Landslide,Downpour,21.8116302,103.9423422,Vietnam,VN,,0,NASA Events
16558,2023-08-16 0:00:00,,Landslide,Rain,21.95849429,92.24025443,Bangladesh,BD,,32246,NASA Events
16559,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.53871761,-53.1797461,Brazil,BR,,0,NASA Events
16560,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.13317854,-51.91672969,Brazil,BR,,0,NASA Events
16561,2023-08-16 0:00:00,,Landslide,Rain,22.06291287,92.22602408,Bangladesh,BD,,32459,NASA Events
16562,2023-08-04 0:00:00,,Landslide,Downpour,21.80592468,103.9470742,Vietnam,VN,,0,NASA Events
16563,2023-07-26 0:00:00,,Landslide,Rain,17.65086353,120.924026,Philippines,PH,,0,NASA Events
16564,2023-07-26 0:00:00,,Landslide,Rain,17.99312886,121.0916572,Philippines,PH,,29079,NASA Events
16565,2023-08-16 0:00:00,,Landslide,Rain,21.87345469,92.25345044,Bangladesh,BD,,32709,NASA Events
16566,2023-07-26 0:00:00,,Landslide,Rain,17.97588778,121.056957,Philippines,PH,,29039,NASA Events
16567,2023-07-26 0:00:00,,Landslide,Rain,17.90406537,121.0573466,Philippines,PH,,29881,NASA Events
16568,2023-07-26 0:00:00,,Landslide,Rain,18.25778116,120.9549649,Philippines,PH,,28518,NASA Events
16569,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.94143661,-51.28922562,Brazil,BR,,0,NASA Events
16570,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.06208898,-52.054392,Brazil,BR,,0,NASA Events
16571,2023-07-26 0:00:00,,Landslide,Rain,17.9671201,121.0417999,Philippines,PH,,29332,NASA Events
16572,2023-07-28 0:00:00,,Landslide,Rain,24.93529225,118.3851586,China,CN,,28076,NASA Events
16573,2023-07-26 0:00:00,,Landslide,Rain,17.33280815,120.9882147,Philippines,PH,,0,NASA Events
16574,2023-08-04 0:00:00,,Landslide,Downpour,21.89396413,103.9173126,Vietnam,VN,,0,NASA Events
16575,2019-04-23 0:00:00, ,Landslide,Heavy Rain,-30.03392031,30.80961593,South Africa,ZA,,0,NASA Events
16576,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.00885096,-51.68086687,Brazil,BR,,0,NASA Events
16577,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.93215739,-51.90572417,Brazil,BR,,0,NASA Events
16578,2023-08-16 0:00:00,,Landslide,Rain,22.04817891,92.37288865,Bangladesh,BD,,31859,NASA Events
16579,2023-07-26 0:00:00,,Landslide,Rain,17.90190477,121.0368415,Philippines,PH,,30095,NASA Events
16580,2022-10-28 0:00:00,,Landslide,Rain,6.77173523,124.3607367,Philippines,PH,,25187,NASA Events
16581,2023-08-04 0:00:00,,Landslide,Downpour,22.17602075,103.0173522,Vietnam,VN,,0,NASA Events
16582,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.59297797,-53.20017087,Brazil,BR,,0,NASA Events
16583,2023-08-16 0:00:00,,Landslide,Rain,21.81268486,92.27119667,Bangladesh,BD,,31685,NASA Events
16584,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.69293791,-53.01480018,Brazil,BR,,0,NASA Events
16585,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.45588927,-53.34480915,Brazil,BR,,0,NASA Events
16586,2023-08-04 0:00:00,,Landslide,Downpour,21.74300539,103.8973659,Vietnam,VN,,0,NASA Events
16587,2023-08-04 0:00:00,,Landslide,Downpour,21.74344689,103.8889208,Vietnam,VN,,0,NASA Events
16588,2023-07-26 0:00:00,,Landslide,Rain,17.7744346,120.9466094,Philippines,PH,,0,NASA Events
16589,2023-07-26 0:00:00,,Landslide,Rain,17.81185123,121.0187951,Philippines,PH,,0,NASA Events
16590,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.09842241,-52.06027308,Brazil,BR,,0,NASA Events
16591,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.03361474,-51.64133858,Brazil,BR,,0,NASA Events
16592,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.64395945,-53.49568488,Brazil,BR,,0,NASA Events
16593,2023-08-16 0:00:00,,Landslide,Rain,22.01161838,92.32104806,Bangladesh,BD,,31832,NASA Events
16594,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.96236682,-51.26998379,Brazil,BR,,0,NASA Events
16595,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.16660584,-51.97488413,Brazil,BR,,0,NASA Events
16596,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.91160987,-51.80700211,Brazil,BR,,0,NASA Events
16597,2023-05-04 0:00:00,,Landslide,Downpour,-2.01072424,29.38449786,Rwanda,RW,,26444,NASA Events
16598,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.12611222,-51.7989869,Brazil,BR,,0,NASA Events
16599,2023-08-04 0:00:00,,Landslide,Downpour,21.7722349,103.9302859,Vietnam,VN,,0,NASA Events
16600,2023-07-26 0:00:00,,Landslide,Rain,18.09444602,121.0008106,Philippines,PH,,29132,NASA Events
16601,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.91434699,-51.38990828,Brazil,BR,,0,NASA Events
16602,2023-02-19 0:00:00,,Landslide,Heavy Rain,-23.79662219,-45.61859286,Brazil,BR,,25473,NASA Events
16603,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.11283398,-52.01317321,Brazil,BR,,0,NASA Events
16604,2023-08-04 0:00:00,,Landslide,Downpour,21.79667584,103.9610663,Vietnam,VN,,0,NASA Events
16605,2023-07-26 0:00:00,,Landslide,Rain,18.26507519,120.9904476,Philippines,PH,,0,NASA Events
16606,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.42875771,-53.33852164,Brazil,BR,,0,NASA Events
16607,2023-02-19 0:00:00,,Landslide,Heavy Rain,-23.77086633,-45.62394957,Brazil,BR,,25428,NASA Events
16608,2023-07-26 0:00:00,,Landslide,Rain,17.6354947,121.0853042,Philippines,PH,,0,NASA Events
16609,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.05958044,-51.44736815,Brazil,BR,,0,NASA Events
16610,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.45647026,-53.34555338,Brazil,BR,,0,NASA Events
16611,2023-07-28 0:00:00,,Landslide,Rain,24.82259983,118.3298817,China,CN,,28315,NASA Events
16612,2023-08-04 0:00:00,,Landslide,Downpour,21.90290744,103.9543672,Vietnam,VN,,30720,NASA Events
16613,2018-07-30 0:00:00,,Landslide,Monsoon,12.54334024,99.0882376,Myanmar,MM,,19452,NASA Events
16614,2023-08-04 0:00:00,,Landslide,Downpour,21.8499727,103.9392404,Vietnam,VN,,0,NASA Events
16615,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.0666687,-51.48493262,Brazil,BR,,0,NASA Events
16616,2023-07-26 0:00:00,,Landslide,Rain,17.83726006,121.0190404,Philippines,PH,,30229,NASA Events
16617,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.10422656,-51.50550218,Brazil,BR,,0,NASA Events
16618,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.96502994,-51.92343766,Brazil,BR,,0,NASA Events
16619,2023-08-16 0:00:00,,Landslide,Rain,21.89666203,92.327224,Bangladesh,BD,,31899,NASA Events
16620,2023-07-26 0:00:00,,Landslide,Rain,17.91623428,121.0550701,Philippines,PH,,29773,NASA Events
16621,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.09372275,-51.60263042,Brazil,BR,,0,NASA Events
16622,2023-07-26 0:00:00,,Landslide,Rain,17.69502841,121.0523423,Philippines,PH,,0,NASA Events
16623,2023-07-26 0:00:00,,Landslide,Rain,17.91032367,121.060724,Philippines,PH,,29844,NASA Events
16624,2023-07-26 0:00:00,,Landslide,Rain,18.14840342,121.0455512,Philippines,PH,,28692,NASA Events
16625,2023-08-16 0:00:00,,Landslide,Rain,21.96560134,92.2542668,Bangladesh,BD,,32159,NASA Events
16626,2023-08-04 0:00:00,,Landslide,Downpour,21.73964321,103.8916943,Vietnam,VN,,0,NASA Events
16627,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.00760246,-51.92578691,Brazil,BR,,0,NASA Events
16628,2023-08-04 0:00:00,,Landslide,Downpour,22.33879602,102.7024836,Vietnam,VN,,0,NASA Events
16629,2023-08-16 0:00:00,,Landslide,Rain,22.00738914,92.24746191,Bangladesh,BD,,31296,NASA Events
16630,2023-08-04 0:00:00,,Landslide,Downpour,21.88386625,103.9147428,Vietnam,VN,,0,NASA Events
16631,2023-07-26 0:00:00,,Landslide,Rain,17.94441536,121.0894979,Philippines,PH,,29682,NASA Events
16632,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.59796172,-53.51063768,Brazil,BR,,0,NASA Events
16633,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.01800521,-51.4823793,Brazil,BR,,0,NASA Events
16634,2023-07-26 0:00:00,,Landslide,Rain,17.81420249,121.0199245,Philippines,PH,,0,NASA Events
16635,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.92635447,-51.43863919,Brazil,BR,,0,NASA Events
16636,2023-08-16 0:00:00,,Landslide,Rain,21.9761479,92.22294454,Bangladesh,BD,,31381,NASA Events
16637,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.03549099,-51.50176411,Brazil,BR,,0,NASA Events
16638,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.31024684,-51.09133891,Brazil,BR,,0,NASA Events
16639,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.91205931,-51.8032084,Brazil,BR,,0,NASA Events
16640,2023-07-26 0:00:00,,Landslide,Rain,17.8659418,121.0646293,Philippines,PH,,30426,NASA Events
16641,2023-07-09 0:00:00,,Landslide,Heavy Rain,31.28946299,77.01483127,India,IN,,27995,NASA Events
16642,2023-08-04 0:00:00,,Landslide,Downpour,21.84292004,103.9481157,Vietnam,VN,,0,NASA Events
16643,2023-07-26 0:00:00,,Landslide,Rain,17.65358677,121.0587054,Philippines,PH,,0,NASA Events
16644,2023-08-04 0:00:00,,Landslide,Downpour,22.3355836,102.7079242,Vietnam,VN,,0,NASA Events
16645,2023-08-16 0:00:00,,Landslide,Rain,21.92986163,92.26503772,Bangladesh,BD,,32687,NASA Events
16646,2023-07-26 0:00:00,,Landslide,Rain,17.94536995,121.045339,Philippines,PH,,29376,NASA Events
16647,2023-02-19 0:00:00,,Landslide,Heavy Rain,-23.75499818,-45.69409771,Brazil,BR,,25567,NASA Events
16648,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.90104741,-51.93724335,Brazil,BR,,0,NASA Events
16649,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.60702164,-53.54877814,Brazil,BR,,0,NASA Events
16650,2023-08-16 0:00:00,,Landslide,Rain,21.96540441,92.2284809,Bangladesh,BD,,32455,NASA Events
16651,2023-07-28 0:00:00,,Landslide,Rain,24.83366619,118.3096177,China,CN,,28263,NASA Events
16652,2023-07-26 0:00:00,,Landslide,Rain,17.86887231,121.017734,Philippines,PH,,30178,NASA Events
16653,2023-07-26 0:00:00,,Landslide,Rain,18.46591375,120.9219726,Philippines,PH,,0,NASA Events
16654,2023-08-16 0:00:00,,Landslide,Rain,21.87371954,92.27809592,Bangladesh,BD,,32716,NASA Events
16655,2023-08-16 0:00:00,,Landslide,Rain,22.06489659,92.37360276,Bangladesh,BD,,32766,NASA Events
16656,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.97536462,-51.58790632,Brazil,BR,,0,NASA Events
16657,2023-02-19 0:00:00,,Landslide,Heavy Rain,-23.77655138,-45.68671662,Brazil,BR,,25348,NASA Events
16658,2023-05-04 0:00:00,,Landslide,Downpour,-1.74310927,29.30856969,Rwanda,RW,,26549,NASA Events
16659,2023-07-26 0:00:00,,Landslide,Rain,18.17746646,121.1003394,Philippines,PH,,0,NASA Events
16660,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.27767714,-50.91071002,Brazil,BR,,0,NASA Events
16661,2023-02-19 0:00:00,,Landslide,Heavy Rain,-23.75192946,-45.71659573,Brazil,BR,,25506,NASA Events
16662,2023-07-28 0:00:00,,Landslide,Rain,24.82824384,118.3354365,China,CN,,28222,NASA Events
16663,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.44002244,-53.25873449,Brazil,BR,,0,NASA Events
16664,2023-08-16 0:00:00,,Landslide,Rain,22.00055277,92.28923443,Bangladesh,BD,,31786,NASA Events
16665,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.29479268,-52.37731527,Brazil,BR,,0,NASA Events
16666,2023-07-28 0:00:00,,Landslide,Rain,24.8165114,118.3334046,China,CN,,28334,NASA Events
16667,2023-08-04 0:00:00,,Landslide,Downpour,22.32843427,102.7003921,Vietnam,VN,,0,NASA Events
16668,2023-07-26 0:00:00,,Landslide,Rain,18.03623924,121.0684763,Philippines,PH,,28925,NASA Events
16669,2023-07-26 0:00:00,,Landslide,Rain,17.91989943,121.0567578,Philippines,PH,,29785,NASA Events
16670,2023-08-16 0:00:00,,Landslide,Rain,21.9767467,92.21775467,Bangladesh,BD,,31656,NASA Events
16671,2023-08-04 0:00:00,,Landslide,Downpour,21.8343459,103.9163485,Vietnam,VN,,0,NASA Events
16672,2023-07-26 0:00:00,,Landslide,Rain,17.89804715,121.0420982,Philippines,PH,,30108,NASA Events
16673,2023-08-04 0:00:00,,Landslide,Downpour,21.85859543,103.9478573,Vietnam,VN,,0,NASA Events
16674,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.18221357,-51.97124882,Brazil,BR,,0,NASA Events
16675,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.05007507,-51.73462422,Brazil,BR,,0,NASA Events
16676,2023-08-16 0:00:00,,Landslide,Rain,21.92586978,92.25184389,Bangladesh,BD,,31550,NASA Events
16677,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.10082032,-51.60202874,Brazil,BR,,0,NASA Events
16678,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.02228959,-51.91401215,Brazil,BR,,0,NASA Events
16679,2023-08-16 0:00:00,,Landslide,Rain,21.99186509,92.22387405,Bangladesh,BD,,31354,NASA Events
16680,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.98424444,-51.91707678,Brazil,BR,,0,NASA Events
16681,2023-08-04 0:00:00,,Landslide,Downpour,22.16163133,103.0040128,Vietnam,VN,,0,NASA Events
16682,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.94447938,-51.35780618,Brazil,BR,,0,NASA Events
16683,2023-08-04 0:00:00,,Landslide,Downpour,22.33666352,102.7308622,Vietnam,VN,,0,NASA Events
16684,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.04580659,-52.12558826,Brazil,BR,,0,NASA Events
16685,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.71011598,-53.53822631,Brazil,BR,,0,NASA Events
16686,2023-07-26 0:00:00,,Landslide,Rain,18.08205077,121.0036796,Philippines,PH,,29144,NASA Events
16687,2023-08-04 0:00:00,,Landslide,Downpour,21.76777462,103.8953282,Vietnam,VN,,0,NASA Events
16688,2023-08-16 0:00:00,,Landslide,Rain,22.00731159,92.26402244,Bangladesh,BD,,31713,NASA Events
16689,2023-08-04 0:00:00,,Landslide,Downpour,21.85019911,103.9488515,Vietnam,VN,,0,NASA Events
16690,2023-07-26 0:00:00,,Landslide,Rain,18.13196124,121.023169,Philippines,PH,,0,NASA Events
16691,2023-08-04 0:00:00,,Landslide,Downpour,21.86614372,103.903063,Vietnam,VN,,30660,NASA Events
16692,2023-07-26 0:00:00,,Landslide,Rain,17.84553253,121.0329095,Philippines,PH,,0,NASA Events
16693,2023-07-26 0:00:00,,Landslide,Rain,18.22650989,121.0017822,Philippines,PH,,28568,NASA Events
16694,2023-08-04 0:00:00,,Landslide,Downpour,21.77715931,103.9292331,Vietnam,VN,,0,NASA Events
16695,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.00767039,-51.60629799,Brazil,BR,,0,NASA Events
16696,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.19442398,-51.8169608,Brazil,BR,,0,NASA Events
16697,2018-07-30 0:00:00,,Landslide,Monsoon,12.54630043,99.07124916,Myanmar,MM,,19429,NASA Events
16698,2023-07-26 0:00:00,,Landslide,Rain,18.3697768,120.9465554,Philippines,PH,,28448,NASA Events
16699,2023-07-09 0:00:00,,Landslide,Downpour,36.76492423,128.5162156,South Korea,KR,,27670,NASA Events
16700,2023-07-26 0:00:00,,Landslide,Rain,17.95226056,121.074094,Philippines,PH,,0,NASA Events
16701,2023-07-26 0:00:00,,Landslide,Rain,17.98641558,121.0577465,Philippines,PH,,29014,NASA Events
16702,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.65563608,-53.47692165,Brazil,BR,,0,NASA Events
16703,2023-08-04 0:00:00,,Landslide,Downpour,21.84308985,103.9215238,Vietnam,VN,,0,NASA Events
16704,2023-08-16 0:00:00,,Landslide,Rain,21.98045863,92.22454273,Bangladesh,BD,,32229,NASA Events
16705,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.96328299,-51.91256997,Brazil,BR,,0,NASA Events
16706,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.94544594,-51.4747865,Brazil,BR,,0,NASA Events
16707,2023-07-26 0:00:00,,Landslide,Rain,17.94767186,121.0773321,Philippines,PH,,0,NASA Events
16708,2023-02-19 0:00:00,,Landslide,Heavy Rain,-23.76639884,-45.69659551,Brazil,BR,,25575,NASA Events
16709,2023-07-26 0:00:00,,Landslide,Rain,17.88952891,121.042926,Philippines,PH,,30086,NASA Events
16710,2023-07-28 0:00:00,,Landslide,Rain,24.84940497,118.3453036,China,CN,,28166,NASA Events
16711,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.0270026,-51.92463568,Brazil,BR,,0,NASA Events
16712,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.90279993,-51.40487848,Brazil,BR,,0,NASA Events
16713,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.64841682,-53.48761254,Brazil,BR,,0,NASA Events
16714,2023-08-04 0:00:00,,Landslide,Downpour,21.79724186,103.9635568,Vietnam,VN,,0,NASA Events
16715,2023-07-28 0:00:00,,Landslide,Rain,24.84497541,118.3613346,China,CN,,28287,NASA Events
16716,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.95840135,-51.70796287,Brazil,BR,,0,NASA Events
16717,2023-08-04 0:00:00,,Landslide,Downpour,21.83675852,103.9206739,Vietnam,VN,,0,NASA Events
16718,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.07602374,-51.50823934,Brazil,BR,,0,NASA Events
16719,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.50576763,-50.73479962,Brazil,BR,,0,NASA Events
16720,2023-07-26 0:00:00,,Landslide,Rain,18.19956231,121.0108215,Philippines,PH,,29212,NASA Events
16721,2023-07-26 0:00:00,,Landslide,Rain,17.90280709,121.0543416,Philippines,PH,,29913,NASA Events
16722,2023-08-04 0:00:00,,Landslide,Downpour,22.11225379,103.643499,Vietnam,VN,,0,NASA Events
16723,2023-07-26 0:00:00,,Landslide,Rain,17.82618802,121.051571,Philippines,PH,,30276,NASA Events
16724,2023-08-04 0:00:00,,Landslide,Downpour,21.86458654,103.9084048,Vietnam,VN,,30671,NASA Events
16725,2023-07-26 0:00:00,,Landslide,Rain,17.9011014,121.0652257,Philippines,PH,,0,NASA Events
16726,2023-08-04 0:00:00,,Landslide,Downpour,21.81299998,103.935799,Vietnam,VN,,0,NASA Events
16727,2023-07-26 0:00:00,,Landslide,Rain,18.42084366,120.9774142,Philippines,PH,,28460,NASA Events
16728,2023-08-04 0:00:00,,Landslide,Downpour,21.79063069,103.9585192,Vietnam,VN,,0,NASA Events
16729,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.98519259,-51.91644925,Brazil,BR,,0,NASA Events
16730,2023-08-04 0:00:00,,Landslide,Downpour,21.7954419,103.9562664,Vietnam,VN,,0,NASA Events
16731,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.67806806,-53.5733307,Brazil,BR,,0,NASA Events
16732,2023-08-04 0:00:00,,Landslide,Downpour,21.83436175,103.9559721,Vietnam,VN,,0,NASA Events
16733,2023-08-16 0:00:00,,Landslide,Rain,21.96985847,92.24168003,Bangladesh,BD,,32019,NASA Events
16734,2023-08-16 0:00:00,,Landslide,Rain,22.06339937,92.22003465,Bangladesh,BD,,31205,NASA Events
16735,2023-08-04 0:00:00,,Landslide,Downpour,21.81089437,103.9382102,Vietnam,VN,,0,NASA Events
16736,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.03061528,-51.49974188,Brazil,BR,,0,NASA Events
16737,2023-08-04 0:00:00,,Landslide,Downpour,21.78075923,103.9460666,Vietnam,VN,,0,NASA Events
16738,2023-07-26 0:00:00,,Landslide,Rain,18.13221193,120.9964029,Philippines,PH,,28764,NASA Events
16739,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.04824178,-51.52786927,Brazil,BR,,0,NASA Events
16740,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.92128886,-51.45753377,Brazil,BR,,0,NASA Events
16741,2023-07-09 0:00:00,,Landslide,Downpour,36.78394007,128.5117995,South Korea,KR,,27680,NASA Events
16742,2023-07-26 0:00:00,,Landslide,Rain,17.75506904,120.9459058,Philippines,PH,,0,NASA Events
16743,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.15272287,-51.6022293,Brazil,BR,,0,NASA Events
16744,2023-07-26 0:00:00,,Landslide,Rain,17.80249177,121.0499283,Philippines,PH,,30327,NASA Events
16745,2023-07-26 0:00:00,,Landslide,Rain,18.00267282,121.0756677,Philippines,PH,,28988,NASA Events
16746,2023-07-09 0:00:00,,Landslide,Heavy Rain,30.87571787,77.0042576,India,IN,,27973,NASA Events
16747,2023-03-06 0:00:00,,Landslide,Heavy Rain,2.54221231,108.9771669,Indonesia,ID,,25654,NASA Events
16748,2023-08-16 0:00:00,,Landslide,Rain,21.98491107,92.23340014,Bangladesh,BD,,32164,NASA Events
16749,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.06503001,-52.23996323,Brazil,BR,,0,NASA Events
16750,2023-08-04 0:00:00,,Landslide,Downpour,21.85836119,103.9304444,Vietnam,VN,,0,NASA Events
16751,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.38160665,-53.26122383,Brazil,BR,,0,NASA Events
16752,2023-08-04 0:00:00,,Landslide,Downpour,21.78972505,103.9428177,Vietnam,VN,,0,NASA Events
16753,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.58908944,-53.58350547,Brazil,BR,,0,NASA Events
16754,2023-07-28 0:00:00,,Landslide,Rain,24.83848134,118.3457104,China,CN,,28192,NASA Events
16755,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.05585274,-51.96834756,Brazil,BR,,0,NASA Events
16756,2022-10-28 0:00:00,,Landslide,Rain,6.75857569,124.3306988,Philippines,PH,,25277,NASA Events
16757,2023-08-04 0:00:00,,Landslide,Downpour,21.79012127,103.9435309,Vietnam,VN,,0,NASA Events
16758,2023-07-26 0:00:00,,Landslide,Rain,17.87662015,121.009624,Philippines,PH,,30161,NASA Events
16759,2023-08-04 0:00:00,,Landslide,Downpour,21.48564115,103.9695817,Vietnam,VN,,30956,NASA Events
16760,2023-08-04 0:00:00,,Landslide,Downpour,21.71700345,103.9132094,Vietnam,VN,,30903,NASA Events
16761,2023-08-16 0:00:00,,Landslide,Rain,22.00297799,92.21745537,Bangladesh,BD,,32507,NASA Events
16762,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.31853766,-51.75953461,Brazil,BR,,0,NASA Events
16763,2023-02-19 0:00:00,,Landslide,Heavy Rain,-23.77063796,-45.65168511,Brazil,BR,,25396,NASA Events
16764,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.8902998,-51.31790453,Brazil,BR,,0,NASA Events
16765,2023-07-26 0:00:00,,Landslide,Rain,18.00423459,121.031202,Philippines,PH,,0,NASA Events
16766,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.06699264,-52.33407008,Brazil,BR,,0,NASA Events
16767,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.31294463,-51.72408195,Brazil,BR,,0,NASA Events
16768,2023-08-04 0:00:00,,Landslide,Downpour,21.80453226,103.9294708,Vietnam,VN,,0,NASA Events
16769,2023-07-26 0:00:00,,Landslide,Rain,17.91281539,121.0635635,Philippines,PH,,29752,NASA Events
16770,2023-07-26 0:00:00,,Landslide,Rain,17.89082859,121.0518167,Philippines,PH,,30002,NASA Events
16771,2023-08-04 0:00:00,,Landslide,Downpour,21.73535274,103.821745,Vietnam,VN,,0,NASA Events
16772,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.97641061,-51.73550167,Brazil,BR,,0,NASA Events
16773,2023-03-06 0:00:00,,Landslide,Heavy Rain,2.5243397,109.0911913,Indonesia,ID,,25659,NASA Events
16774,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.963457,-51.22267584,Brazil,BR,,0,NASA Events
16775,2023-08-04 0:00:00,,Landslide,Downpour,21.73848852,103.902245,Vietnam,VN,,0,NASA Events
