OBJECTID,Event_Date,Latitude,Longitude,Event_Time_approximate,Landslide_Category,Landslide_Trigger,Country_Name,Country_Code,Administrative_Division,ev_id,Source,Window_1_Start_Days,Window_1_End_Days,MODIS_Date_1,Days_Before_1,NDVI_1,EVI_1,FVC_1,QA_1,LAI_Date_1,LAI_1,FPAR_1,S2_Date_1,S2_NDVI_1,S2_EVI_1,S2_SAVI_1,S2_NDMI_1,S2_NBR_1,S2_NDWI_Gao_1,S2_NDWI_McFeeters_1,S2_PSRI_1,S2_GNDVI_1,S2_RVI_1,Window_2_Start_Days,Window_2_End_Days,MODIS_Date_2,Days_Before_2,NDVI_2,EVI_2,FVC_2,QA_2,LAI_Date_2,LAI_2,FPAR_2,S2_Date_2,S2_NDVI_2,S2_EVI_2,S2_SAVI_2,S2_NDMI_2,S2_NBR_2,S2_NDWI_Gao_2,S2_NDWI_McFeeters_2,S2_PSRI_2,S2_GNDVI_2,S2_RVI_2,Window_3_Start_Days,Window_3_End_Days,MODIS_Date_3,Days_Before_3,NDVI_3,EVI_3,FVC_3,QA_3,LAI_Date_3,LAI_3,FPAR_3,S2_Date_3,S2_NDVI_3,S2_EVI_3,S2_SAVI_3,S2_NDMI_3,S2_NBR_3,S2_NDWI_Gao_3,S2_NDWI_McFeeters_3,S2_PSRI_3,S2_GNDVI_3,S2_RVI_3,Window_4_Start_Days,Window_4_End_Days,MODIS_Date_4,Days_Before_4,NDVI_4,EVI_4,FVC_4,QA_4,LAI_Date_4,LAI_4,FPAR_4,S2_Date_4,S2_NDVI_4,S2_EVI_4,S2_SAVI_4,S2_NDMI_4,S2_NBR_4,S2_NDWI_Gao_4,S2_NDWI_McFeeters_4,S2_PSRI_4,S2_GNDVI_4,S2_RVI_4,Window_5_Start_Days,Window_5_End_Days,MODIS_Date_5,Days_Before_5,NDVI_5,EVI_5,FVC_5,QA_5,LAI_Date_5,LAI_5,FPAR_5,S2_Date_5,S2_NDVI_5,S2_EVI_5,S2_SAVI_5,S2_NDMI_5,S2_NBR_5,S2_NDWI_Gao_5,S2_NDWI_McFeeters_5,S2_PSRI_5,S2_GNDVI_5,S2_RVI_5,NDVI_change_1_to_2,NDVI_change_2_to_3,NDVI_change_3_to_4,NDVI_change_4_to_5,EVI_change_1_to_2,EVI_change_2_to_3,EVI_change_3_to_4,EVI_change_4_to_5,LAI_change_1_to_2,LAI_change_2_to_3,LAI_change_3_to_4,LAI_change_4_to_5,S2_NDVI_change_1_to_2,S2_NDVI_change_2_to_3,S2_NDVI_change_3_to_4,S2_NDVI_change_4_to_5,MODIS_IGBP,MODIS_IGBP_Class,MODIS_LC_Year,Copernicus_LC,Copernicus_LC_Class,Tree_Cover_Fraction,Forest_Type,Hansen_Tree_Cover_2000_Percent,Hansen_Forest_Class,Hansen_Forest_Loss_Year,Hansen_Forest_Gain,Month,Season,Climate_Zone,Continent,MODIS_IGBP_Class_F,Land_Cover_Major,Land_Cover_Simplified,NDVI_change_rate_1_to_2,EVI_change_rate_1_to_2,LAI_change_rate_1_to_2,NDVI_change_pattern
8891,2023/7/26,17.9300898,121.0665093,,Landslide,Rain,Philippines,PH,,29668,NASA Events,16,0,2023/7/12,14,0.89,0.5962,0.708857143,0,2023/7/20,7,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/6/26,30,0.8643,0.6713,0.816142857,0,2023/7/4,6.6,0.9,2023/6/26,0.006181645,-0.019012797,0.009272192,0.173518196,0.344665978,0.173518196,0.026678933,-0.06710775,-0.026678933,1.012440191,48,32,2023/6/10,46,0.8997,0.5265,0.609285714,1,2023/6/18,6.6,0.9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/5/25,62,0.8963,0.5563,0.651857143,1,2023/6/2,5.9,0.9,2023/5/27,0.817515573,2,1.226161033,0.318097264,0.619063163,0.318097264,-0.67115903,-0.096370968,0.67115903,9.959839357,80,64,2023/5/9,78,0.8599,0.672,0.817142857,0,2023/5/17,4.8,0.83,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.028876404,0.040958001,-0.003779037,-0.040611402,0.125964441,-0.215700879,0.05660019,0.207981305,-0.057142857,0,-0.106060606,-0.186440678,NA,NA,NA,NA,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",48.42756681,Evergreen broad leaf,81.31646415,Dense forest,2007,FALSE,7,Summer,Tropical,Asia,Evergreen Broadleaf Forests,Forests,Forests,-3.244539831,21.12788351,-0.816326531,Slight Decrease
8892,2023/8/16,22.24857392,92.4799315,,Landslide,Rain,Bangladesh,BD,,31105,NASA Events,16,0,2023/8/13,3,NA,NA,NA,3,2023/8/13,2.8,0.71,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/7/28,19,NA,NA,NA,3,2023/7/28,0.3,0.15,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2023/7/12,35,0.8903,0.8812,1,1,2023/7/12,3.3,0.76,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/6/26,51,NA,NA,NA,3,2023/6/26,3.3,0.76,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2023/6/10,67,NA,NA,NA,3,2023/6/10,0.4,0.15,2023/5/28,0.013280979,-0.029455458,0.019920894,0.255940467,0.383039092,0.255940467,0.034869651,-0.09847276,-0.034869651,1.026919476,NA,NA,NA,NA,NA,NA,NA,NA,-0.892857143,10,0,-0.878787879,NA,NA,NA,NA,2,Evergreen Broadleaf Forests,2022,111,"Closed forest, evergreen needle leaf",61.19246299,Evergreen broad leaf,77.51388889,Dense forest,2014,TRUE,8,Summer,Tropical,Asia,Evergreen Broadleaf Forests,Forests,Forests,NA,NA,-31.8877551,NA
8893,2023/7/26,18.30222661,121.0258796,,Landslide,Rain,Philippines,PH,,29173,NASA Events,16,0,2023/7/12,14,0.8456,0.685,0.835714286,0,2023/7/20,4.9,0.84,2023/7/21,0.885499373,2,1.32811031,0.335503936,0.67265987,0.335503936,-0.71168437,-0.107712766,0.71168437,16.46715328,32,16,2023/6/26,30,0.8489,0.5871,0.695857143,0,2023/7/4,6.6,0.9,2023/7/9,0.888594164,2,1.332730561,0.352910697,0.68321513,0.352910697,-0.729681979,-0.097293156,0.729681979,16.95238095,48,32,2023/6/10,46,0.8534,0.6286,0.755142857,0,2023/6/18,6.5,0.9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/5/25,62,0.8564,0.6158,0.736857143,0,2023/6/2,6.6,0.9,2023/6/6,0.845651286,2,1.268347453,0.334317356,0.658715596,0.334317356,-0.677179963,-0.108849558,0.677179963,11.95767196,80,64,2023/5/9,78,0.8695,0.5789,0.684142857,1,2023/5/17,7,1,2023/5/7,0.357686454,1.994229464,0.536488852,0.080295503,0.29575828,0.080295503,-0.345399698,-0.013452915,0.345399698,2.113744076,0.003902554,0.005300978,0.00351535,0.01529659,-0.142919708,0.070686425,-0.020362711,-0.059922053,0.346938776,-0.015151515,0.015384615,0.060606061,0.003494967,NA,NA,-0.577028428,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",44.74789916,Evergreen broad leaf,64.83803942,Dense forest,2005,FALSE,7,Summer,Tropical,Asia,Evergreen Broadleaf Forests,Forests,Forests,0.461513056,-20.86419095,7.080383174,Slight Increase
8894,2023/7/26,17.49330383,121.0179951,,Landslide,Rain,Philippines,PH,,0,NASA Events,16,0,2023/7/12,14,0.8163,0.5734,0.676285714,1,2023/7/20,6.6,0.9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/6/26,30,0.8361,0.581,0.687142857,0,2023/7/4,6.6,0.9,2023/6/26,0.87962963,2,1.319291749,0.383776426,0.69131431,0.383776426,-0.789334509,-0.053694581,0.789334509,15.61538462,48,32,2023/6/10,46,0.9044,0.4223,0.460428571,1,2023/6/18,6.2,0.89,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/5/25,62,0.8733,0.6096,0.728,1,2023/6/2,6.5,0.9,2023/5/27,0.735507958,2,1.103153551,0.334743828,0.500764656,0.334743828,-0.650841121,-0.059103261,0.650841121,6.56166419,80,64,2023/5/9,78,NA,NA,NA,3,2023/5/17,7,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024255788,0.081688793,-0.034387439,NA,0.013254273,-0.273149742,0.443523561,NA,0,-0.060606061,0.048387097,0.076923077,NA,NA,NA,NA,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",66.29512894,Evergreen broad leaf,92.50354515,Dense forest,NA,FALSE,7,Summer,Temperate,Asia,Evergreen Broadleaf Forests,Forests,Forests,2.97143064,2.311522979,0,Slight Increase
8895,2023/8/16,21.99443315,92.29217897,,Landslide,Rain,Bangladesh,BD,,31783,NASA Events,16,0,2023/8/13,3,NA,NA,NA,3,2023/8/13,1.3,0.44,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/7/28,19,NA,NA,NA,3,2023/7/28,0.5,0.22,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2023/7/12,35,0.8412,0.5887,0.698142857,1,2023/7/12,0.7,0.3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/6/26,51,NA,NA,NA,3,2023/6/26,0.6,0.21,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2023/6/10,67,NA,NA,NA,3,2023/6/10,0.2,0.1,2023/5/28,0.543172691,1.725677831,0.814656795,0.006713607,0.234042553,0.006713607,-0.504650024,-0.033181522,0.504650024,3.378021978,NA,NA,NA,NA,NA,NA,NA,NA,-0.615384615,0.4,-0.142857143,-0.666666667,NA,NA,NA,NA,8,Woody Savannas,2022,112,"Closed forest, evergreen broad leaf",65.66756757,Evergreen broad leaf,76.49941505,Dense forest,2013,FALSE,8,Summer,Tropical,Asia,Woody Savannas,Savannas,Grasslands/Shrublands,NA,NA,-47.33727811,NA
8896,2023/7/26,17.63392794,121.1170725,,Landslide,Rain,Philippines,PH,,0,NASA Events,16,0,2023/7/12,14,0.8117,0.5048,0.578285714,1,2023/7/20,6.2,0.93,2023/7/21,0.804986423,2,1.207330618,0.340421617,0.631414547,0.340421617,-0.659555152,-0.097100656,0.659555152,9.255696203,32,16,2023/6/26,30,0.8765,0.5517,0.645285714,0,2023/7/4,6.6,0.9,2023/7/6,0.776693344,2,1.16492632,0.313988745,0.560699588,0.313988745,-0.632060247,-0.099758295,0.632060247,7.956293706,48,32,2023/6/10,46,0.9226,0.4167,0.452428571,0,2023/6/18,6.2,0.89,2023/6/21,0.051890941,-0.205455601,0.077833559,0.066983864,0.08210812,0.066983864,-0.021349274,-0.056856187,0.021349274,1.109461967,64,48,2023/5/25,62,NA,NA,NA,3,2023/6/2,5.2,0.87,2023/6/1,-0.031985516,0.126137919,-0.047977369,0.318875581,0.44691887,0.318875581,0.044384867,-0.02680798,-0.044384867,0.938011696,80,64,2023/5/9,78,NA,NA,NA,3,2023/5/17,1.9,0.55,2023/5/7,-0.030219683,0.143406961,-0.045328726,0.266031384,0.396395024,0.266031384,0.032947713,-0.005817759,-0.032947713,0.941333516,0.07983245,0.05259555,NA,NA,0.092908082,-0.244698206,NA,NA,0.064516129,-0.060606061,-0.161290323,-0.634615385,-0.035147275,-0.933189924,-1.616398842,-0.055207258,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",68.60875706,Evergreen broad leaf,92.89492657,Dense forest,NA,FALSE,7,Summer,Temperate,Asia,Evergreen Broadleaf Forests,Forests,Forests,9.835216264,18.40492916,1.040582726,Moderate Increase
8897,2023/2/19,-23.78027838,-45.69593181,,Landslide,Heavy Rain,Brazil,BR,,25342,NASA Events,16,0,2023/2/18,1,NA,NA,NA,NA,2023/2/18,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/2/2,17,NA,NA,NA,NA,2023/2/2,NA,NA,2023/1/26,0.894295302,2,1.341302296,0.487728536,0.759252045,0.487728536,-0.767514677,-0.075730735,0.767514677,17.92063492,48,32,2023/1/17,33,NA,NA,NA,NA,2023/1/17,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/1/1,49,NA,NA,NA,NA,2023/1/1,NA,NA,2023/1/1,0.876135425,2,1.314067499,0.467226356,0.751734773,0.467226356,-0.724478178,-0.09375,0.724478178,15.14666667,80,64,2022/12/3,78,NA,NA,NA,NA,2022/12/11,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,Water Bodies,2022,90,Herbaceous wetland,29.60079051,Unknown,81.85262079,Dense forest,2023,FALSE,2,Winter,Tropical,South America,Water Bodies,Water,Non-Vegetated/Other,NA,NA,NA,NA
8898,2023/8/16,21.9947421,92.21330759,,Landslide,Rain,Bangladesh,BD,,32537,NASA Events,16,0,2023/8/13,3,NA,NA,NA,3,2023/8/13,1.3,0.46,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/7/28,19,NA,NA,NA,3,2023/7/28,1.4,0.49,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2023/7/12,35,0.8366,0.5309,0.615571429,1,2023/7/12,4.2,0.84,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/6/26,51,NA,NA,NA,3,2023/6/26,1.6,0.49,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2023/6/10,67,0.6356,0.4479,0.497,1,2023/6/10,0.1,0.04,2023/5/28,0.657553162,1.802695336,0.986193566,0.058553793,0.344835313,0.058553793,-0.58825086,-0.052649117,0.58825086,4.840322581,NA,NA,NA,NA,NA,NA,NA,NA,0.076923077,2,-0.619047619,-0.9375,NA,NA,NA,NA,8,Woody Savannas,2022,112,"Closed forest, evergreen broad leaf",68.99595687,Evergreen broad leaf,35.23057905,Moderate forest,2001,FALSE,8,Summer,Tropical,Asia,Woody Savannas,Savannas,Grasslands/Shrublands,NA,NA,5.917159763,NA
8899,2023/8/4,21.79047221,103.8728344,,Landslide,Downpour,Vietnam,VN,,0,NASA Events,16,0,2023/7/28,7,NA,NA,NA,3,2023/7/28,0.1,0.04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/7/12,23,NA,NA,NA,3,2023/7/12,1.1,0.41,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2023/6/26,39,NA,NA,NA,3,2023/6/26,0.3,0.16,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/6/10,55,NA,NA,NA,3,2023/6/10,0.1,0.04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2023/5/25,71,NA,NA,NA,3,2023/5/25,0.8,0.25,2023/5/31,0.008369868,-0.027548209,0.012554177,0.061241612,0.145444256,0.061241612,0.017475728,-0.052173913,-0.017475728,1.016881029,NA,NA,NA,NA,NA,NA,NA,NA,10,-0.727272727,-0.666666667,7,NA,NA,NA,NA,8,Woody Savannas,2022,112,"Closed forest, evergreen broad leaf",99.57009346,Evergreen broad leaf,81.66523493,Dense forest,NA,FALSE,8,Summer,Temperate,Asia,Woody Savannas,Savannas,Grasslands/Shrublands,NA,NA,10000,NA
8900,2023/8/4,21.79831731,103.9408139,,Landslide,Downpour,Vietnam,VN,,0,NASA Events,16,0,2023/7/28,7,NA,NA,NA,3,2023/7/28,0.2,0.1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/7/12,23,0.8819,0.5766,0.680857143,1,2023/7/12,1,0.41,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2023/6/26,39,NA,NA,NA,3,2023/6/26,1.7,0.66,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/6/10,55,NA,NA,NA,3,2023/6/10,1.5,0.57,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2023/5/25,71,NA,NA,NA,3,2023/5/25,1.2,0.53,2023/5/31,0.817277487,2,1.225755791,0.285555542,0.583124287,0.285555542,-0.73117207,-0.054739268,0.73117207,9.945558739,NA,NA,NA,NA,NA,NA,NA,NA,4,0.7,-0.117647059,-0.2,NA,NA,NA,NA,8,Woody Savannas,2022,112,"Closed forest, evergreen broad leaf",57.45675676,Evergreen broad leaf,6.626986194,Non-forest,2004,FALSE,8,Summer,Temperate,Asia,Woody Savannas,Savannas,Grasslands/Shrublands,NA,NA,2000,NA
8901,2023/7/26,17.76136377,120.9732509,,Landslide,Rain,Philippines,PH,,0,NASA Events,16,0,2023/7/12,14,NA,NA,NA,3,2023/7/20,1.5,0.54,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/6/26,30,0.85,0.536,0.622857143,0,2023/7/4,6.6,0.9,2023/7/9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2023/6/10,46,0.9344,0.5995,0.713571429,1,2023/6/18,6.3,0.89,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/5/25,62,0.8671,0.5913,0.701857143,0,2023/6/2,5.7,0.87,2023/5/27,0.814067007,2,1.220965058,0.278298944,0.597499023,0.278298944,-0.67816092,-0.089285714,0.67816092,9.756563246,80,64,2023/5/9,78,0.9307,0.4647,0.521,1,2023/5/17,5.8,0.87,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.099294118,-0.072024829,0.073347941,NA,0.118470149,-0.013678065,-0.214104515,3.4,-0.045454545,-0.095238095,0.01754386,NA,NA,NA,NA,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",63.5509915,Evergreen broad leaf,62.58175513,Dense forest,2003,FALSE,7,Summer,Tropical,Asia,Evergreen Broadleaf Forests,Forests,Forests,NA,NA,226.6666667,NA
8902,2024/4/29,-29.09205681,-52.21772809, ,Landslide,Heavy Rain,Brazil,BR,,0,NASA Events,16,0,2024/4/22,7,0.857,0.5537,0.648142857,0,2024/4/22,3.6,0.92,2024/4/21,0.882212968,2,1.323122677,0.263326019,0.580814389,0.263326019,-0.773542601,-0.065107459,0.773542601,15.97979798,32,16,2024/4/6,23,0.8524,0.5032,0.576,0,2024/4/6,2.3,0.7,2024/4/6,0.88261851,2,1.323741007,0.293524623,0.596172249,0.293524623,-0.7806245,-0.060851319,0.7806245,16.03846154,48,32,2024/3/21,39,0.8442,0.5421,0.631571429,0,2024/3/21,3.2,0.81,2024/3/27,0.876931722,2,1.315212811,0.284615397,0.604226705,0.284615397,-0.767195767,-0.066167665,0.767195767,15.25114155,64,48,2024/3/5,55,0.8523,0.4709,0.529857143,0,2024/3/5,3.4,0.84,2024/3/7,0.888127228,2,1.332008225,0.30367285,0.624056604,0.30367285,-0.767907574,-0.072030206,0.767907574,16.87745098,80,64,2024/2/18,71,0.846,0.5667,0.666714286,0,2024/2/18,5.2,0.93,2024/2/21,0.887933281,2,1.331726384,0.319730371,0.643002949,0.319730371,-0.761673152,-0.075924903,0.761673152,16.84651163,-0.005367561,-0.009619897,0.009594883,-0.007391763,-0.091204623,0.077305246,-0.131341081,0.203440221,-0.361111111,0.391304348,0.0625,0.529411765,0.000459687,-0.006443087,0.012766679,-0.000218377,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",73.01066351,Evergreen broad leaf,27.37904016,Sparse forest,2022,FALSE,4,Spring,Temperate,South America,Evergreen Broadleaf Forests,Forests,Forests,-0.626319867,-16.47184819,-10.0308642,Slight Decrease
8903,2022/4/10,10.6242926,124.8193901,,Landslide,Rain,Philippines,PH,,25076,NASA Events,16,0,2022/4/7,3,NA,NA,NA,3,2022/4/7,1.2,0.48,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2022/3/22,19,0.8381,0.7121,0.874428571,0,2022/3/22,4.5,0.82,2022/3/12,0.85583524,2,1.283569284,0.337731957,0.659335038,0.337731957,-0.753513514,-0.062885327,0.753513514,12.87301587,48,32,2022/3/6,35,NA,NA,NA,3,2022/3/6,1.1,0.45,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2022/2/18,51,NA,NA,NA,3,2022/2/18,0.3,0.14,2022/2/15,0.840570318,2,1.260651223,0.314814806,0.6359447,0.314814806,-0.724347298,-0.073239437,0.724347298,11.54471545,80,64,2022/2/2,67,NA,NA,NA,3,2022/2/2,6.3,0.89,2022/1/21,0.853630646,2,1.28026297,0.324887604,0.637373737,0.324887604,-0.75813449,-0.058605799,0.75813449,12.6640625,NA,NA,NA,NA,NA,NA,NA,NA,2.75,-0.755555556,-0.727272727,20,NA,NA,NA,0.015537461,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",100,Evergreen broad leaf,92.10795533,Dense forest,NA,FALSE,4,Spring,Tropical,Asia,Evergreen Broadleaf Forests,Forests,Forests,NA,NA,229.1666667,NA
8904,2023/7/26,17.74093467,121.0727581,,Landslide,Rain,Philippines,PH,,0,NASA Events,16,0,2023/7/12,14,0.5983,0.3252,0.321714286,1,2023/7/20,6.6,0.9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/6/26,30,0.9027,0.4988,0.569714286,0,2023/7/4,7,1,2023/6/26,0.577620173,1.859462202,0.866344923,0.255959839,0.370763437,0.255959839,-0.53058104,-0.038961039,0.53058104,3.735074627,48,32,2023/6/10,46,0.9082,0.6055,0.722142857,1,2023/6/18,6.2,0.89,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/5/25,62,0.8788,0.5337,0.619571429,0,2023/6/2,6.2,0.89,2023/5/27,0.858670581,2,1.287870846,0.403419882,0.702650788,0.403419882,-0.71251932,-0.09183213,0.71251932,13.15133531,80,64,2023/5/9,78,NA,NA,NA,3,2023/5/17,6.6,0.97,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.508774862,0.006092833,-0.032371724,NA,0.533825338,0.213913392,-0.118579686,NA,0.060606061,-0.114285714,0,0.064516129,NA,NA,NA,NA,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",100,Evergreen broad leaf,96.1510215,Dense forest,NA,FALSE,7,Summer,Tropical,Asia,Evergreen Broadleaf Forests,Forests,Forests,85.0367478,164.152933,0.918273646,Extreme Increase
8905,2023/7/9,36.76114197,128.364441,,Landslide,Downpour,South Korea,KR,,27785,NASA Events,16,0,2023/6/26,13,NA,NA,NA,3,2023/7/4,1.2,0.47,2023/6/23,-0.012241055,0.033707137,-0.018361042,0.219678804,0.330479588,0.219678804,0.038496792,-0.055290753,-0.038496792,0.975813953,32,16,2023/6/10,29,0.9379,0.8093,1,1,2023/6/18,4.5,0.83,2023/6/16,0.911068335,2,1.366470985,0.424594641,0.72092217,0.424594641,-0.805090909,-0.061442385,0.805090909,21.48917749,48,32,2023/5/25,45,0.9163,0.6974,0.853428571,0,2023/6/2,5.7,0.94,2023/6/6,0.902067465,2,1.352978511,0.43651554,0.71372549,0.43651554,-0.797121316,-0.061403509,0.797121316,19.42222222,64,48,2023/5/9,61,0.8576,0.6861,0.837285714,0,2023/5/17,5.1,0.87,2023/5/17,0.884748228,2,1.327001727,0.414847165,0.684484159,0.414847165,-0.76266576,-0.07349537,0.76266576,16.3533123,80,64,2023/4/23,77,0.78,0.4799,0.542714286,0,2023/5/1,4.5,0.85,2023/4/22,0.50601557,-1,0.758889085,0.157465324,0.393582187,0.157465324,-0.38002594,-0.121240602,0.38002594,3.048710602,NA,-0.023030174,-0.064061988,-0.090485075,NA,-0.138267639,-0.01620304,-0.30053928,2.75,0.266666667,-0.105263158,-0.117647059,-75.42727475,-0.009879468,-0.019199492,-0.428068287,4,Deciduous Broadleaf Forests,2022,114,"Closed forest, deciduous broad leaf",85.00498504,Deciduous broad leaf,61.80987654,Dense forest,2014,FALSE,7,Summer,Cold,Asia,Deciduous Broadleaf Forests,Forests,Forests,NA,NA,229.1666667,NA
8906,2023/7/26,17.36835155,121.0389279,,Landslide,Rain,Philippines,PH,,0,NASA Events,16,0,2023/7/12,14,0.908,0.6127,0.732428571,1,2023/7/20,6.6,0.9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/6/26,30,0.8371,0.5294,0.613428571,0,2023/7/4,6.5,0.9,2023/6/26,0.858964741,2,1.288326301,0.403369665,0.66756393,0.403369665,-0.750927398,-0.066384181,0.750927398,13.18085106,48,32,2023/6/10,46,0.9077,0.3898,0.414,0,2023/6/18,6.2,0.89,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/5/25,62,0.9548,0.5351,0.621571429,1,2023/6/2,6.2,0.89,2023/5/27,0.059114655,-0.295695228,0.088668935,0.063867986,0.072308442,0.063867986,-0.043902439,-0.027518172,0.043902439,1.12565751,80,64,2023/5/9,78,0.7966,0.582,0.688571429,1,2023/5/17,6.6,0.9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0780837,0.084338789,0.051889391,-0.16568915,-0.135955606,-0.263694749,0.372755259,0.087647169,-0.015151515,-0.046153846,0,0.064516129,NA,NA,NA,NA,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",73.21954674,Evergreen broad leaf,96.0605858,Dense forest,NA,FALSE,7,Summer,Temperate,Asia,Evergreen Broadleaf Forests,Forests,Forests,-8.59952648,-22.18958811,-0.229568411,Moderate Decrease
8907,2023/7/26,17.91029883,121.0522058,,Landslide,Rain,Philippines,PH,,29814,NASA Events,16,0,2023/7/12,14,0.8437,0.6678,0.811142857,0,2023/7/20,6.1,0.92,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/6/26,30,0.8557,0.5667,0.666714286,0,2023/7/4,6.6,0.9,2023/6/26,0.826335878,2,1.239355993,0.325025946,0.63554796,0.325025946,-0.700577521,-0.080982236,0.700577521,10.51648352,48,32,2023/6/10,46,0.8877,0.625,0.75,0,2023/6/18,6.1,0.92,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/5/25,62,0.8595,0.584,0.691428571,0,2023/6/2,6.6,0.9,2023/5/27,0.843260188,2,1.264748685,0.296173841,0.613484908,0.296173841,-0.703289882,-0.089164237,0.703289882,11.76,80,64,2023/5/9,78,0.8872,0.5678,0.668285714,1,2023/5/17,6.6,0.96,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014223065,0.037396284,-0.031767489,0.03222804,-0.151392633,0.102876301,-0.0656,-0.027739726,0.081967213,-0.075757576,0.081967213,0,NA,NA,NA,NA,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",63.19121813,Evergreen broad leaf,82.90813333,Dense forest,2002,TRUE,7,Summer,Tropical,Asia,Evergreen Broadleaf Forests,Forests,Forests,1.6857965,-22.67035527,1.343724805,Slight Increase
