OBJECTID,Event_Date,Latitude,Longitude,Event_Time_approximate,Landslide_Category,Landslide_Trigger,Country_Name,Country_Code,Administrative_Division,ev_id,Source,Window_1_Start_Days,Window_1_End_Days,MODIS_Date_1,Days_Before_1,NDVI_1,EVI_1,FVC_1,QA_1,LAI_Date_1,LAI_1,FPAR_1,S2_Date_1,S2_NDVI_1,S2_EVI_1,S2_SAVI_1,S2_NDMI_1,S2_NBR_1,S2_NDWI_Gao_1,S2_NDWI_McFeeters_1,S2_PSRI_1,S2_GNDVI_1,S2_RVI_1,Window_2_Start_Days,Window_2_End_Days,MODIS_Date_2,Days_Before_2,NDVI_2,EVI_2,FVC_2,QA_2,LAI_Date_2,LAI_2,FPAR_2,S2_Date_2,S2_NDVI_2,S2_EVI_2,S2_SAVI_2,S2_NDMI_2,S2_NBR_2,S2_NDWI_Gao_2,S2_NDWI_McFeeters_2,S2_PSRI_2,S2_GNDVI_2,S2_RVI_2,Window_3_Start_Days,Window_3_End_Days,MODIS_Date_3,Days_Before_3,NDVI_3,EVI_3,FVC_3,QA_3,LAI_Date_3,LAI_3,FPAR_3,S2_Date_3,S2_NDVI_3,S2_EVI_3,S2_SAVI_3,S2_NDMI_3,S2_NBR_3,S2_NDWI_Gao_3,S2_NDWI_McFeeters_3,S2_PSRI_3,S2_GNDVI_3,S2_RVI_3,Window_4_Start_Days,Window_4_End_Days,MODIS_Date_4,Days_Before_4,NDVI_4,EVI_4,FVC_4,QA_4,LAI_Date_4,LAI_4,FPAR_4,S2_Date_4,S2_NDVI_4,S2_EVI_4,S2_SAVI_4,S2_NDMI_4,S2_NBR_4,S2_NDWI_Gao_4,S2_NDWI_McFeeters_4,S2_PSRI_4,S2_GNDVI_4,S2_RVI_4,Window_5_Start_Days,Window_5_End_Days,MODIS_Date_5,Days_Before_5,NDVI_5,EVI_5,FVC_5,QA_5,LAI_Date_5,LAI_5,FPAR_5,S2_Date_5,S2_NDVI_5,S2_EVI_5,S2_SAVI_5,S2_NDMI_5,S2_NBR_5,S2_NDWI_Gao_5,S2_NDWI_McFeeters_5,S2_PSRI_5,S2_GNDVI_5,S2_RVI_5,NDVI_change_1_to_2,NDVI_change_2_to_3,NDVI_change_3_to_4,NDVI_change_4_to_5,EVI_change_1_to_2,EVI_change_2_to_3,EVI_change_3_to_4,EVI_change_4_to_5,LAI_change_1_to_2,LAI_change_2_to_3,LAI_change_3_to_4,LAI_change_4_to_5,S2_NDVI_change_1_to_2,S2_NDVI_change_2_to_3,S2_NDVI_change_3_to_4,S2_NDVI_change_4_to_5,MODIS_IGBP,MODIS_IGBP_Class,MODIS_LC_Year,Copernicus_LC,Copernicus_LC_Class,Tree_Cover_Fraction,Forest_Type,Hansen_Tree_Cover_2000_Percent,Hansen_Forest_Class,Hansen_Forest_Loss_Year,Hansen_Forest_Gain,Month,Season,Climate_Zone,Continent,MODIS_IGBP_Class_F,Land_Cover_Major,Land_Cover_Simplified,NDVI_change_rate_1_to_2,EVI_change_rate_1_to_2,LAI_change_rate_1_to_2,NDVI_change_pattern
15773,2023/8/16,21.99293623,92.27486915,,Landslide,Rain,Bangladesh,BD,,32667,NASA Events,16,0,2023/8/13,3,NA,NA,NA,3,2023/8/13,2.4,0.64,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/7/28,19,NA,NA,NA,3,2023/7/28,1,0.42,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2023/7/12,35,0.8682,0.7032,0.861714286,1,2023/7/12,1.5,0.55,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/6/26,51,0.8635,0.8153,1,1,2023/6/26,2.1,0.57,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2023/6/10,67,NA,NA,NA,3,2023/6/10,0.1,0.07,2023/5/28,0.755495081,2,1.133124019,0.259159148,0.561057334,0.259159148,-0.627085759,-0.089911758,0.627085759,7.179794521,NA,NA,-0.005413499,NA,NA,NA,0.159414107,NA,-0.583333333,0.5,0.4,-0.952380952,NA,NA,NA,NA,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",71.76336898,Evergreen broad leaf,75.63462787,Dense forest,2001,FALSE,8,Summer,Tropical,Asia,Evergreen Broadleaf Forests,Forests,Forests,NA,NA,-24.30555556,NA
15774,2023/7/28,24.86198666,118.3280331,,Landslide,Rain,China,CN,,28253,NASA Events,16,0,2023/7/12,16,0.827,0.5241,0.605857143,0,2023/7/20,6.7,0.94,2023/7/12,0.887976102,2,1.331798382,0.433106571,0.743849161,0.433106571,-0.776944705,-0.066191983,0.776944705,16.85333333,32,16,2023/6/26,32,0.793,0.5668,0.666857143,0,2023/7/4,1.7,0.49,2023/7/7,0.854620976,2,1.281765088,0.387184471,0.70623358,0.387184471,-0.745419008,-0.067469205,0.745419008,12.75714286,48,32,2023/6/10,48,NA,NA,NA,3,2023/6/18,0.5,0.18,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/5/25,64,0.7819,0.5635,0.662142857,0,2023/6/2,3.5,0.74,2023/6/2,0.001235076,-0.001955225,0.001852567,0.313263595,0.421390999,0.313263595,0.084337349,-0.186677632,-0.084337349,1.002473207,80,64,2023/5/9,80,0.7974,0.6058,0.722571429,0,2023/5/17,0.3,0.12,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.041112455,NA,NA,0.019823507,0.081473001,NA,NA,0.075066548,-0.746268657,-0.705882353,6,-0.914285714,-0.037563089,NA,NA,NA,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",88.58163265,Evergreen broad leaf,45.47965412,Moderate forest,2013,FALSE,7,Summer,Temperate,Asia,Evergreen Broadleaf Forests,Forests,Forests,-4.971276258,15.54531603,-11.13833816,Slight Decrease
15775,2023/8/4,21.74719397,103.9041129,,Landslide,Downpour,Vietnam,VN,,0,NASA Events,16,0,2023/7/28,7,0.9106,0.6097,0.728142857,1,2023/7/28,6,0.91,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/7/12,23,0.876,0.5733,0.676142857,1,2023/7/12,1,0.42,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2023/6/26,39,NA,NA,NA,3,2023/6/26,0.4,0.15,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/6/10,55,NA,NA,NA,3,2023/6/10,6.6,0.9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2023/5/25,71,0.8179,0.5814,0.687714286,1,2023/5/25,6.2,0.89,2023/5/31,0.832524272,2,1.248634874,0.293251127,0.617048619,0.293251127,-0.69396455,-0.089271523,0.69396455,10.94202899,-0.037996925,NA,NA,NA,-0.059701493,NA,NA,NA,-0.833333333,-0.6,15.5,-0.060606061,NA,NA,NA,NA,8,Woody Savannas,2022,112,"Closed forest, evergreen broad leaf",100,Evergreen broad leaf,49.85504229,Moderate forest,NA,FALSE,8,Summer,Temperate,Asia,Woody Savannas,Savannas,Grasslands/Shrublands,-4.172735021,-9.791945635,-13.88888889,Slight Decrease
15776,2023/7/26,17.65144323,121.0547958,,Landslide,Rain,Philippines,PH,,0,NASA Events,16,0,2023/7/12,14,0.9023,0.6542,0.791714286,1,2023/7/20,5.9,0.88,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/6/26,30,0.9028,0.4791,0.541571429,0,2023/7/4,6.4,0.9,2023/6/26,0.892717584,2,1.338957464,0.340545982,0.652861796,0.340545982,-0.77718479,-0.068693694,0.77718479,17.64238411,48,32,2023/6/10,46,0.8335,0.5624,0.660571429,0,2023/6/18,2.5,0.64,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/5/25,62,0.872,0.496,0.565714286,1,2023/6/2,5.1,0.87,2023/5/27,0.883563847,2,1.325239206,0.392131239,0.678177389,0.392131239,-0.765450708,-0.071038251,0.765450708,16.17679558,80,64,2023/5/9,78,0.8165,0.5233,0.604714286,1,2023/5/17,0.2,0.09,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000554139,-0.076761187,0.046190762,-0.063646789,-0.267655151,0.173867669,-0.118065434,0.055040323,0.084745763,-0.609375,1.04,-0.960784314,NA,NA,NA,NA,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",85.7864215,Evergreen broad leaf,96.83186432,Dense forest,2017,FALSE,7,Summer,Tropical,Asia,Evergreen Broadleaf Forests,Forests,Forests,0.0614141,-40.91335239,1.43636886,Slight Increase
15777,2023/8/16,22.00129676,92.2795625,,Landslide,Rain,Bangladesh,BD,,31743,NASA Events,16,0,2023/8/13,3,NA,NA,NA,3,2023/8/13,1.4,0.48,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/7/28,19,NA,NA,NA,3,2023/7/28,1.2,0.47,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2023/7/12,35,0.8551,0.7624,0.946285714,1,2023/7/12,4.6,0.86,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/6/26,51,0.8347,0.696,0.851428571,1,2023/6/26,1.7,0.5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2023/6/10,67,NA,NA,NA,3,2023/6/10,0.1,0.04,2023/5/28,0.747762408,2,1.121529543,0.256875366,0.504465067,0.256875366,-0.645661751,-0.070996276,0.645661751,6.929032258,NA,NA,-0.023856859,NA,NA,NA,-0.087093389,NA,-0.142857143,2.833333333,-0.630434783,-0.941176471,NA,NA,NA,NA,4,Deciduous Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",56.50134771,Evergreen broad leaf,80.57853709,Dense forest,NA,FALSE,8,Summer,Tropical,Asia,Deciduous Broadleaf Forests,Forests,Forests,NA,NA,-10.20408163,NA
15778,2023/8/4,21.86208563,103.9421724,,Landslide,Downpour,Vietnam,VN,,0,NASA Events,16,0,2023/7/28,7,0.8432,0.5613,0.659,1,2023/7/28,2.7,0.69,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/7/12,23,0.8326,0.5845,0.692142857,1,2023/7/12,1.5,0.44,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2023/6/26,39,0.7644,0.5707,0.672428571,1,2023/6/26,1.5,0.4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/6/10,55,0.6713,0.4393,0.484714286,1,2023/6/10,2.5,0.69,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2023/5/25,71,0.5575,0.3553,0.364714286,1,2023/5/25,2.1,0.64,2023/5/31,0.559313349,1.596226967,0.838862559,0.006949041,0.219883744,0.006949041,-0.542321338,-0.014130792,0.542321338,3.538372093,-0.012571157,-0.081912083,-0.121794872,-0.169521823,0.041332621,-0.023609923,-0.230243561,-0.191213294,-0.444444444,0,0.666666667,-0.16,NA,NA,NA,NA,9,Savannas,2022,126,"Open forest, unknown",52.32933333,Evergreen broad leaf,0.59903696,Non-forest,2023,FALSE,8,Summer,Temperate,Asia,Savannas,Savannas,Grasslands/Shrublands,-1.4908868,7.36373075,-16.46090535,Slight Decrease
15779,2018/7/30,12.52128178,99.06211485,,Landslide,Monsoon,Myanmar,MM,,19441,NASA Events,16,0,2018/7/28,2,NA,NA,NA,3,2018/7/28,0.1,0.04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2018/7/12,18,NA,NA,NA,3,2018/7/12,0.1,0.04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2018/6/26,34,NA,NA,NA,3,2018/6/26,3,0.74,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2018/6/10,50,NA,NA,NA,3,2018/6/10,0.2,0.08,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2018/5/25,66,NA,NA,NA,3,2018/5/25,1.4,0.51,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,-0.933333333,6,NA,NA,NA,NA,2,Evergreen Broadleaf Forests,2018,112,"Closed forest, evergreen broad leaf",100,Evergreen broad leaf,92.07291382,Dense forest,NA,FALSE,7,Summer,Tropical,Asia,Evergreen Broadleaf Forests,Forests,Forests,NA,NA,0,NA
15780,2024/4/29,-29.05607362,-51.56320725, ,Landslide,Heavy Rain,Brazil,BR,,0,NASA Events,16,0,2024/4/22,7,0.9052,0.656,0.794285714,0,2024/4/22,6.2,0.93,2024/4/21,0.924882629,2,1.387073479,0.369475842,0.692063492,0.369475842,-0.857142857,-0.037898687,0.857142857,25.625,32,16,2024/4/6,23,0.8908,0.6617,0.802428571,0,2024/4/6,6.2,0.93,2024/4/6,0.928730512,2,1.392837261,0.363064021,0.678294574,0.363064021,-0.843206811,-0.048113934,0.843206811,27.0625,48,32,2024/3/21,39,0.8892,0.6043,0.720428571,0,2024/3/21,3.3,0.8,2024/3/27,0.916578296,2,1.374624492,0.376142144,0.682805711,0.376142144,-0.829902126,-0.049428255,0.829902126,22.97457627,64,48,2024/3/5,55,0.8966,0.522,0.602857143,0,2024/3/5,6,0.92,2024/3/7,0.920054201,2,1.379847587,0.377734572,0.689922481,0.377734572,-0.834304207,-0.048694425,0.834304207,24.01694915,80,64,2024/2/18,71,0.8813,0.6239,0.748428571,0,2024/2/18,6.2,0.94,2024/2/21,0.909030544,2,1.363319502,0.371987581,0.691674022,0.371987581,-0.828298887,-0.04626087,0.828298887,20.98540146,-0.015908087,-0.001796138,0.008322087,-0.017064466,0.008689024,-0.08674626,-0.136190634,0.195210728,0,-0.467741935,0.818181818,0.033333333,0.004160402,-0.01308476,0.003792261,-0.011981529,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",69.72607656,Evergreen broad leaf,98.22958247,Dense forest,NA,FALSE,4,Spring,Temperate,South America,Evergreen Broadleaf Forests,Forests,Forests,-1.757411247,1.324546401,0,Slight Decrease
15781,2023/7/9,30.94100909,77.06055266,,Landslide,Heavy Rain,India,IN,,27927,NASA Events,16,0,2023/6/26,13,0.641,0.4158,0.451142857,1,2023/7/4,10,2.55,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/6/10,29,0.7118,0.4733,0.533285714,0,2023/6/18,10,2.55,2023/6/13,0.840375587,2,1.260399009,0.288296521,0.54601227,0.288296521,-0.740073983,-0.062641723,0.740073983,11.52941176,48,32,2023/5/25,45,0.7182,0.4015,0.430714286,0,2023/6/2,10,2.55,2023/6/3,0.827699019,2,1.24137931,0.279389322,0.557259001,0.279389322,-0.72073922,-0.068019093,0.72073922,10.60759494,64,48,2023/5/9,61,0.7111,0.3909,0.415571429,0,2023/5/17,10,2.55,2023/5/19,0.748031496,1.560131379,1.121877366,0.179885522,0.424130274,0.179885522,-0.665320254,-0.056826057,0.665320254,6.9375,80,64,2023/4/23,77,0.6648,0.3575,0.367857143,0,2023/5/1,10,2.55,2023/5/4,0.762664428,2,1.143836575,0.227919668,0.49171009,0.227919668,-0.670114028,-0.062877104,0.670114028,7.426886792,0.110452418,0.00899129,-0.009885826,-0.065110392,0.138287638,-0.151700824,-0.026400996,-0.085443848,0,0,0,0,NA,-0.015084408,-0.096251803,0.019561919,8,Woody Savannas,2022,111,"Closed forest, evergreen needle leaf",75.16513761,Evergreen broad leaf,29.059375,Sparse forest,NA,FALSE,7,Summer,Temperate,Asia,Woody Savannas,Savannas,Grasslands/Shrublands,17.23126647,33.25821027,0,Strong Increase
15782,2023/7/26,17.80520473,120.9503492,,Landslide,Rain,Philippines,PH,,0,NASA Events,16,0,2023/7/12,14,0.9777,0.5033,0.576142857,1,2023/7/20,2.4,0.66,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/6/26,30,0.8854,0.5661,0.665857143,0,2023/7/4,6.6,0.9,2023/7/9,0.87775607,2,1.316450398,0.395561099,0.705882353,0.395561099,-0.732234809,-0.089476813,0.732234809,15.36073059,48,32,2023/6/10,46,0.9285,0.4871,0.553,1,2023/6/18,6.6,0.9,2023/6/19,0.872178665,2,1.308112602,0.394937158,0.710069444,0.394937158,-0.730346948,-0.087563452,0.730346948,14.64684015,64,48,2023/5/25,62,0.8778,0.5509,0.644142857,0,2023/6/2,6.5,0.89,2023/5/27,0.845173042,2,1.267615253,0.374258101,0.664407476,0.374258101,-0.698951782,-0.093287266,0.698951782,11.91764706,80,64,2023/5/9,78,0.9065,0.5463,0.637571429,1,2023/5/17,6.6,0.96,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.094405237,0.048678563,-0.0546042,0.032695375,0.124776475,-0.139551316,0.130979265,-0.008349973,1.75,0,-0.015151515,0.015384615,NA,-0.006354163,-0.030963407,NA,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",78.86524823,Evergreen broad leaf,89.8012812,Dense forest,2004,TRUE,7,Summer,Tropical,Asia,Evergreen Broadleaf Forests,Forests,Forests,-9.655849113,24.79167003,72.91666667,Moderate Decrease
15783,2023/7/26,17.86898048,121.0463502,,Landslide,Rain,Philippines,PH,,0,NASA Events,16,0,2023/7/12,14,0.8799,0.5601,0.657285714,1,2023/7/20,3.5,0.75,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/6/26,30,0.8943,0.622,0.745714286,0,2023/7/4,6.6,0.9,2023/6/26,0.670578713,2,1.005664576,0.346379638,0.515975028,0.346379638,-0.601241272,-0.051841085,0.601241272,5.071253071,48,32,2023/6/10,46,0.8755,0.6861,0.837285714,0,2023/6/18,6.2,0.93,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/5/25,62,0.9071,0.632,0.76,0,2023/6/2,4.8,0.84,2023/5/27,0.855192387,2,1.282655911,0.388020426,0.68286733,0.388020426,-0.737984496,-0.072702944,0.737984496,12.81142857,80,64,2023/5/9,78,0.9307,0.4318,0.474,1,2023/5/17,6.3,0.94,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016365496,-0.021022028,0.036093661,0.026016977,0.110515979,0.103054662,-0.078851479,-0.316772152,0.885714286,-0.060606061,-0.225806452,0.3125,NA,NA,NA,NA,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",92.3164557,Evergreen broad leaf,87.60387183,Dense forest,2017,FALSE,7,Summer,Tropical,Asia,Evergreen Broadleaf Forests,Forests,Forests,1.859926819,19.73147282,25.30612245,Slight Increase
15784,2024/4/29,-29.00385725,-51.50911513, ,Landslide,Heavy Rain,Brazil,BR,,0,NASA Events,16,0,2024/4/22,7,0.8721,0.5122,0.588857143,0,2024/4/22,7,1,2024/4/21,0.914590747,2,1.371642057,0.360991657,0.679675304,0.360991657,-0.827445652,-0.049814126,0.827445652,22.41666667,32,16,2024/4/6,23,0.8845,0.4703,0.529,0,2024/4/6,6.3,0.94,2024/4/6,0.907262189,2,1.360661326,0.376137763,0.666865316,0.376137763,-0.837713535,-0.039685377,0.837713535,20.56617647,48,32,2024/3/21,39,0.8439,0.4197,0.456714286,0,2024/3/21,6.7,0.91,2024/3/27,0.890995261,2,1.336266712,0.360779524,0.677477477,0.360779524,-0.80952381,-0.047619048,0.80952381,17.34782609,64,48,2024/3/5,55,0.8763,0.3942,0.420285714,0,2024/3/5,6.7,0.91,2024/3/7,0.906269791,2,1.359189489,0.366628826,0.669902913,0.366628826,-0.814892976,-0.05282392,0.814892976,20.33783784,80,64,2024/2/18,71,0.8892,0.5253,0.607571429,0,2024/2/18,6.2,0.93,2024/2/21,0.888,2,1.331816301,0.364161849,0.679921453,0.364161849,-0.802001053,-0.050555231,0.802001053,16.85714286,0.014218553,-0.045901639,0.038393175,0.014720986,-0.081803983,-0.107590899,-0.060757684,0.332572298,-0.1,0.063492063,0,-0.074626866,-0.008012937,-0.017929688,0.017143223,-0.020159329,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",93.74193548,Evergreen broad leaf,98.07828963,Dense forest,NA,FALSE,4,Spring,Temperate,South America,Evergreen Broadleaf Forests,Forests,Forests,1.630381025,-15.97110168,-1.428571429,Slight Increase
15785,2023/8/4,22.32553626,102.7204185,,Landslide,Downpour,Vietnam,VN,,0,NASA Events,16,0,2023/7/28,7,0.8709,0.691,0.844285714,1,2023/7/28,6.2,0.93,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/7/12,23,0.7947,0.6436,0.776571429,0,2023/7/12,5.9,0.91,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2023/6/26,39,NA,NA,NA,3,2023/6/26,5.9,0.87,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/6/10,55,0.9401,0.5461,0.637285714,1,2023/6/10,0.5,0.22,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2023/5/25,71,0.6339,0.4532,0.504571429,0,2023/5/25,4.8,0.83,2023/5/31,0.388235294,0.857771261,0.582265118,-0.117376298,0.055746731,-0.117376298,-0.456790123,0.06779661,0.456790123,2.269230769,-0.087495694,NA,NA,-0.325710031,-0.068596237,NA,NA,-0.170115363,-0.048387097,0,-0.915254237,8.6,NA,NA,NA,NA,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",70.97453083,Evergreen broad leaf,27.13378273,Sparse forest,2008,FALSE,8,Summer,Temperate,Asia,Evergreen Broadleaf Forests,Forests,Forests,-10.04658332,-9.927096576,-0.780437045,Strong Decrease
15786,2023/7/26,17.97232315,120.9452387,,Landslide,Rain,Philippines,PH,,30490,NASA Events,16,0,2023/7/12,14,NA,NA,NA,3,2023/7/20,5.6,0.88,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/6/26,30,0.8758,0.6246,0.749428571,0,2023/7/4,3,0.72,2023/7/9,0.886349599,2,1.329319129,0.421787709,0.72982158,0.421787709,-0.783878505,-0.060903733,0.783878505,16.59782609,48,32,2023/6/10,46,0.8308,0.563,0.661428571,1,2023/6/18,6.5,0.96,2023/6/19,0.693262411,2,1.039663195,0.395688713,0.566215662,0.395688713,-0.587697423,-0.078534031,0.587697423,5.520231214,64,48,2023/5/25,62,NA,NA,NA,3,2023/6/2,4.2,0.82,2023/5/27,0.075897816,-0.211667527,0.113841455,0.139831334,0.179024242,0.139831334,-0.040458289,-0.063317275,0.040458289,1.164262821,80,64,2023/5/9,78,NA,NA,NA,3,2023/5/17,0.3,0.11,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.051381594,NA,NA,NA,-0.098623119,NA,NA,-0.464285714,1.166666667,-0.353846154,-0.928571429,NA,-0.217845405,-0.890520798,NA,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",87.36760563,Evergreen broad leaf,91.2552,Dense forest,NA,FALSE,7,Summer,Temperate,Asia,Evergreen Broadleaf Forests,Forests,Forests,NA,NA,-8.290816327,NA
15787,2023/8/16,21.88605911,92.25518482,,Landslide,Rain,Bangladesh,BD,,32409,NASA Events,16,0,2023/8/13,3,NA,NA,NA,3,2023/8/13,2,0.6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/7/28,19,NA,NA,NA,3,2023/7/28,2.1,0.63,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2023/7/12,35,NA,NA,NA,3,2023/7/12,3.1,0.76,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/6/26,51,0.6467,0.3763,0.394714286,1,2023/6/26,0.7,0.26,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2023/6/10,67,NA,NA,NA,3,2023/6/10,1.1,0.46,2023/5/28,0.786868161,2,1.180148496,0.203791469,0.473254565,0.203791469,-0.647369685,-0.094779819,0.647369685,8.383863081,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.476190476,-0.774193548,0.571428571,NA,NA,NA,NA,8,Woody Savannas,2022,112,"Closed forest, evergreen broad leaf",62.78428762,Evergreen needle leaf,77.9358574,Dense forest,NA,FALSE,8,Summer,Tropical,Asia,Woody Savannas,Savannas,Grasslands/Shrublands,NA,NA,2.5,NA
15788,2023/8/4,21.88303543,103.9162319,,Landslide,Downpour,Vietnam,VN,,30710,NASA Events,16,0,2023/7/28,7,NA,NA,NA,3,2023/7/28,6.8,0.98,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/7/12,23,0.6061,0.491,0.558571429,1,2023/7/12,4,0.81,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2023/6/26,39,0.8576,0.4897,0.556714286,1,2023/6/26,4.4,0.81,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/6/10,55,NA,NA,NA,3,2023/6/10,2.6,0.7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2023/5/25,71,0.6817,0.5521,0.645857143,1,2023/5/25,6.2,0.89,2023/5/31,0.492406692,1.232285493,0.738514992,0.071917176,0.248492679,0.071917176,-0.505582965,0.011728182,0.505582965,2.940162272,NA,0.414948028,NA,NA,NA,-0.002647658,NA,NA,-0.411764706,0.1,-0.409090909,1.384615385,NA,NA,NA,NA,9,Savannas,2022,112,"Closed forest, evergreen broad leaf",77.77866667,Evergreen broad leaf,28.38773916,Sparse forest,2023,FALSE,8,Summer,Temperate,Asia,Savannas,Savannas,Grasslands/Shrublands,NA,NA,-6.055363322,NA
15789,2024/4/29,-29.05361149,-52.08916293, ,Landslide,Heavy Rain,Brazil,BR,,0,NASA Events,16,0,2024/4/22,7,0.9025,0.7067,0.866714286,0,2024/4/22,4,0.86,2024/4/21,0.934266933,2,1.401200171,0.4393875,0.726530612,0.4393875,-0.845147219,-0.049940898,0.845147219,29.42608696,32,16,2024/4/6,23,0.851,0.5938,0.705428571,0,2024/4/6,6,0.9,2024/4/6,0.926176241,2,1.389083821,0.471990466,0.74025364,0.471990466,-0.849725412,-0.04291498,0.849725412,26.0915493,48,32,2024/3/21,39,0.8905,0.6266,0.752285714,0,2024/3/21,6.4,0.9,2024/3/27,0.926315789,2,1.389290883,0.443502277,0.730905651,0.443502277,-0.848484848,-0.043715847,0.848484848,26.14285714,64,48,2024/3/5,55,0.9103,0.5924,0.703428571,0,2024/3/5,6.7,0.91,2024/3/7,0.924117931,2,1.386009424,0.446321517,0.728990228,0.446321517,-0.818223339,-0.060537553,0.818223339,25.3566879,80,64,2024/2/18,71,0.8947,0.6938,0.848285714,0,2024/2/18,6.1,0.93,2024/2/21,0.920087816,2,1.379980244,0.457423776,0.743620415,0.457423776,-0.830856186,-0.050766064,0.830856186,24.02747253,-0.057063712,0.046415981,0.0222347,-0.017137208,-0.159756615,0.055237454,-0.054580274,0.17116813,0.5,0.066666667,0.046875,-0.089552239,-0.008659936,0.000150671,-0.002372688,-0.004361041,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",74.22911695,Evergreen broad leaf,98.0406514,Dense forest,NA,FALSE,4,Spring,Temperate,South America,Evergreen Broadleaf Forests,Forests,Forests,-6.322848965,-22.60600188,12.5,Moderate Decrease
